108.2386,167.907,152.6716,163.9874,134.1509,157.3457,154.5473,142.5498,148.2604,140.0958,157.2551,169.7378,125.5536,119.9263,106.9067,158.2187,131.8813,172.1263,151.4908,132.8476,138.7084,175.7069,136.7046,158.4019,157.4509,136.5792,107.6624,169.9509,173.2592,145.5796,159.554,161.8468,146.0308,144.312,139.2367,152.3057,138.0544,128.7197,131.2142,143.4508,147.6339,123.411,127.9695,156.6843,159.0694,68.69191,142.5286,105.7212,98.59644,160.2599,143.1304,126.5236,169.0214,124.3448,142.8722,157.6837,162.4001,133.7001,148.5111,169.4282,138.1712,128.3734,116.6903,150.0407,171.7,146.3529,132.0283,139.5555,161.9886,141.0072,150.7865,134.4693,142.9926,107.8717,120.528,128.7335,133.3224,111.4479,129.3926,158.0523,131.1538,148.8727,129.6629,159.6414,168.684,138.8121,147.5377,140.834,160.8816,98.94015,151.4737,148.0065,153.1013,122.6899,176.568,151.9263,141.9369,119.9089,154.5127,151.5016,161.0025,64.20654,141.0141,124.3592,165.4888,138.7195,188.5768,156.9176,138.7157,140.8995,149.4281,162.2004,139.465,155.5609,138.4206,173.0897,130.5013,159.8195,125.7325,151.4937,137.0288,119.4178,132.6861,176.1125,150.4315,158.1224,118.8862,161.3691,105.5621,136.3591
0.3011636,0.392013,0.342009,0.3181129,0.4376392,0.4182105,0.2717645,0.440522,0.5015825,0.4104635,0.2783783,0.4419615,0.3223264,0.29362,0.2587263,0.3591822,0.2707359,0.285523,0.3480715,0.428202,0.3153433,0.4040865,0.3305691,0.3485109,0.3343796,0.3236145,0.3229013,0.3352681,0.3880946,0.3150528,0.3212535,0.2676405,0.3501326,0.3908403,0.3251056,0.3418273,0.3438037,0.2838637,0.3696164,0.4031265,0.2664265,0.340215,0.2899437,0.2689446,0.2757905,0.2214465,0.3938093,0.2657282,0.3587706,0.3397548,0.3660635,0.2326662,0.2423405,0.2582158,0.4411713,0.2932386,0.3969018,0.3595688,0.3461737,0.3018322,0.2439714,0.3994875,0.2275889,0.2701276,0.410761,0.2517937,0.3503782,0.3186187,0.3486509,0.3131003,0.4077963,0.2147181,0.3648718,0.2158036,0.3698475,0.2807267,0.3576761,0.2851794,0.2760478,0.3152643,0.2061326,0.3936521,0.2912577,0.3439681,0.4494873,0.2910146,0.4435079,0.3416898,0.2675515,0.2857532,0.3824407,0.2617922,0.3806939,0.3252857,0.3663507,0.4050135,0.2356867,0.2577282,0.3890657,0.3836119,0.4926708,0.3131189,0.2773227,0.2294869,0.2630644,0.2993255,0.4031735,0.2450178,0.3258689,0.3016885,0.2851172,0.35536,0.3146285,0.3594089,0.2855244,0.2255696,0.2860801,0.3510663,0.2474377,0.2697784,0.3945568,0.3417258,0.392908,0.419058,0.3607722,0.3076957,0.1984799,0.2567636,0.360825,0.4139544
0.1760363,0.2326,0.1722754,0.1844369,0.1918475,0.2212689,0.1400411,0.2551588,0.3023641,0.241826,0.1483517,0.2609805,0.1749925,0.1543699,0.1470269,0.2074695,0.1463404,0.1480802,0.1915096,0.2138213,0.1816513,0.2212759,0.1864973,0.1873828,0.2069225,0.1559016,0.1755899,0.1771236,0.2031384,0.1615391,0.1516099,0.1366453,0.1622237,0.2221295,0.1601061,0.1821619,0.1621082,0.159001,0.15952,0.2673167,0.1422303,0.1797907,0.1694551,0.1449176,0.1276792,0.1446087,0.2106086,0.1540848,0.1980934,0.1772545,0.1733549,0.1487227,0.1340609,0.1332338,0.2265744,0.1335164,0.1939288,0.2020359,0.1687678,0.1737753,0.1348049,0.263572,0.1296148,0.1405757,0.2456621,0.1563254,0.2059215,0.1605091,0.1729589,0.1655423,0.2143709,0.1140243,0.2358605,0.1301204,0.1919547,0.1451666,0.1917966,0.1738438,0.1618467,0.2055263,0.1193276,0.2165132,0.1536399,0.1684886,0.2121451,0.1513216,0.2507258,0.1769523,0.1366848,0.1500848,0.2263789,0.1370187,0.1813531,0.1648187,0.2062035,0.2521209,0.1254494,0.1475475,0.2333385,0.2013009,0.2783347,0.1828211,0.1451921,0.1379534,0.1421522,0.1504063,0.2030487,0.1318341,0.1791199,0.157776,0.1461128,0.2032905,0.1583796,0.199249,0.1460808,0.1273921,0.154397,0.1728398,0.1326833,0.1471394,0.2549798,0.1757725,0.2082339,0.2176824,0.1891966,0.1819678,0.1151047,0.1423505,0.1777749,0.1894509
0.1784237,0.2518438,0.1776341,0.1945812,0.1900593,0.2301055,0.1417922,0.2623446,0.3200588,0.2591713,0.1523967,0.2819509,0.1840449,0.1541742,0.1509887,0.2206958,0.1483103,0.1496815,0.2043504,0.2131197,0.1899361,0.2299372,0.2010447,0.1934113,0.2249703,0.1596387,0.1796975,0.1836087,0.2082486,0.1621113,0.151559,0.1339493,0.1637948,0.2309397,0.1644264,0.1926438,0.1588705,0.1618967,0.1568957,0.3001023,0.1441955,0.1831032,0.176332,0.1480385,0.125095,0.1480102,0.2170238,0.1607717,0.2019266,0.1759558,0.1751879,0.1590663,0.1417188,0.134804,0.231113,0.128593,0.1924859,0.2131532,0.1701446,0.188348,0.136833,0.2990724,0.1301871,0.1437493,0.2712544,0.1705223,0.2230681,0.1634212,0.1787173,0.1676366,0.2233332,0.1162294,0.2683807,0.133116,0.1951471,0.144716,0.2000587,0.1806987,0.168029,0.2288718,0.1187879,0.2324469,0.1542868,0.1681059,0.2122113,0.1521616,0.2643131,0.1799107,0.1374627,0.1525088,0.2434415,0.1398125,0.1813014,0.1651029,0.2183288,0.2778352,0.1262105,0.1557962,0.2605094,0.2097213,0.293563,0.1897532,0.1448161,0.1420928,0.1461828,0.1508228,0.2081994,0.1341637,0.1811078,0.1582527,0.1459619,0.2222823,0.1590631,0.210459,0.145433,0.1304263,0.1554541,0.1716979,0.1359533,0.1470784,0.2801045,0.1737173,0.2146454,0.2320205,0.1925548,0.1953868,0.1150742,0.1481375,0.1786741,0.1916279
0.3111331,0.4958261,0.3615139,0.3729841,0.3713555,0.445694,0.2913673,0.461242,0.6299692,0.4975061,0.3109389,0.495812,0.3740311,0.2894498,0.2898884,0.4062043,0.2801788,0.2899376,0.4219395,0.3977549,0.3621574,0.4365249,0.3685769,0.3636851,0.4239554,0.3419101,0.3362948,0.3486858,0.4214902,0.315989,0.3135438,0.2399423,0.380798,0.4420174,0.3319476,0.3780703,0.2802282,0.2849372,0.3218545,0.5481983,0.2676519,0.3664815,0.3333719,0.2908156,0.2308928,0.2514534,0.4307812,0.3244796,0.3878985,0.3411852,0.369819,0.2677686,0.2874444,0.2690589,0.417071,0.2356325,0.3734569,0.421774,0.3687708,0.3770676,0.2561495,0.5623156,0.238767,0.289323,0.5132546,0.3307845,0.4443912,0.3258861,0.39562,0.3226048,0.4456747,0.2202605,0.5091101,0.230507,0.3606673,0.2753842,0.4098568,0.3453725,0.3215635,0.4371038,0.1999017,0.4823071,0.2947782,0.340057,0.4455542,0.2880611,0.4987532,0.3417578,0.2644369,0.2972721,0.4381808,0.2866142,0.3797716,0.309773,0.4023886,0.5237842,0.230179,0.328608,0.5382507,0.4226542,0.5393122,0.3471715,0.2721625,0.2743716,0.2766297,0.2865897,0.4414348,0.2821953,0.3526467,0.3038145,0.27215,0.4393713,0.3190927,0.4207069,0.2771805,0.2633464,0.2757212,0.3351474,0.2737769,0.2766412,0.5218014,0.3235771,0.4418623,0.4982808,0.3719866,0.3719628,0.201136,0.2956692,0.3562104,0.3903018
0.175742,0.2485355,0.180295,0.1927788,0.1972907,0.2267388,0.1417689,0.2599707,0.3259353,0.2625836,0.1499657,0.2609822,0.1862526,0.1555522,0.1527807,0.2218227,0.1525563,0.150006,0.2051463,0.2174056,0.1894085,0.2232344,0.2037104,0.1918631,0.2266374,0.1635541,0.1810431,0.189191,0.2032849,0.160363,0.1544067,0.1370998,0.1628968,0.2397825,0.1680453,0.1949455,0.1629045,0.159091,0.1611642,0.2999911,0.1422377,0.1935701,0.1784765,0.1486351,0.1239969,0.1492093,0.2197949,0.1609792,0.1964889,0.1742747,0.1756591,0.1601238,0.1413954,0.1381337,0.2286682,0.1288168,0.2041882,0.2169506,0.1671263,0.1892161,0.1351695,0.295154,0.1302115,0.1443068,0.2686076,0.1733148,0.2209461,0.1612494,0.1825763,0.1709701,0.2306939,0.1160403,0.2664934,0.133488,0.1951993,0.1426331,0.198385,0.178431,0.165182,0.23172,0.1177934,0.2323002,0.1536642,0.162853,0.2064177,0.1527723,0.2551562,0.1865144,0.1393514,0.155193,0.23856,0.1387436,0.1887433,0.1640503,0.2185109,0.2701589,0.1260897,0.1573941,0.2691357,0.2111993,0.2885419,0.1858932,0.1471859,0.1413878,0.1484738,0.1489721,0.2095008,0.135058,0.1791145,0.1613134,0.1430897,0.2223081,0.1551325,0.2081776,0.1483138,0.1311513,0.156836,0.1713666,0.1391946,0.1485851,0.2820579,0.1772605,0.2220537,0.2410839,0.1993589,0.200602,0.11609,0.1475146,0.1803811,0.1862558
0.1732846,0.2292328,0.174831,0.1832613,0.1979302,0.2197721,0.1404013,0.2508164,0.3050069,0.2422018,0.1463473,0.2423011,0.1780879,0.1549076,0.148397,0.2088905,0.1510344,0.1479686,0.1914133,0.2162712,0.1809673,0.2143001,0.189406,0.1856768,0.2087263,0.1595404,0.1771393,0.1816597,0.1986551,0.1598124,0.1542758,0.1390716,0.1613685,0.2290002,0.1649082,0.1841047,0.1657868,0.156772,0.1651251,0.2637423,0.1413743,0.1904078,0.170974,0.1446239,0.1273828,0.1455902,0.2134464,0.1538417,0.1910759,0.1741241,0.173488,0.1496885,0.1341516,0.1354575,0.2224864,0.1335557,0.2036811,0.205607,0.1667198,0.1734467,0.134152,0.2596162,0.1298015,0.1409913,0.2461276,0.1584318,0.2032331,0.1580515,0.1761314,0.1682403,0.2224756,0.1147475,0.2335445,0.1312456,0.1921283,0.143272,0.1919288,0.1708166,0.1590631,0.2080882,0.1188264,0.2156624,0.15349,0.1626911,0.2060477,0.1519216,0.2409379,0.1827117,0.1377568,0.1527826,0.2215783,0.1358855,0.1894399,0.1636477,0.2075525,0.2454309,0.1251485,0.1493392,0.2381446,0.2034089,0.2702061,0.1805141,0.146548,0.1375052,0.1438604,0.1486834,0.2024986,0.1326866,0.1769956,0.1600316,0.1432824,0.2021251,0.15449,0.1963862,0.1492576,0.1286785,0.1553699,0.1725081,0.135675,0.1482917,0.2584682,0.1784573,0.2157192,0.2251317,0.1964848,0.1864409,0.1156613,0.1419796,0.1782832,0.1857923
0.5287651,0.6843899,0.6286962,0.5553451,0.862867,0.7905301,0.463082,0.768142,0.8977335,0.7200761,0.4868131,0.8018349,0.5870277,0.5216333,0.4326573,0.6317416,0.4583491,0.5095392,0.6054834,0.8195927,0.5383789,0.7396551,0.5768992,0.628272,0.5791577,0.5809765,0.5661904,0.6088828,0.71399,0.5717326,0.6057843,0.4729896,0.6392152,0.7072772,0.5866429,0.5998087,0.6607829,0.493508,0.6913223,0.6939727,0.4454735,0.6107086,0.5219513,0.4629029,0.4919755,0.3509912,0.7328824,0.4428661,0.6512724,0.6121355,0.6788622,0.3690171,0.4039328,0.4447775,0.8057148,0.5220075,0.7470302,0.6432213,0.6533998,0.4991265,0.3963511,0.6893284,0.3708611,0.4672975,0.7230698,0.4070618,0.6145218,0.578306,0.6311389,0.5566351,0.7359967,0.3609438,0.620118,0.35089,0.687286,0.4948675,0.6504733,0.4853169,0.4782682,0.5272783,0.3223281,0.6991909,0.5020784,0.6424929,0.881605,0.5103816,0.8011404,0.6337538,0.4578955,0.5020806,0.6724005,0.4465341,0.6983953,0.5829151,0.6478593,0.7079181,0.3871408,0.4260164,0.6650549,0.7066374,0.9045008,0.55057,0.4946961,0.3821348,0.4489908,0.5492117,0.7528515,0.4117699,0.5809555,0.5357209,0.4975576,0.643405,0.5671697,0.6453759,0.5019023,0.3707811,0.5018627,0.6576645,0.4140605,0.4635034,0.6666545,0.619482,0.7228091,0.7761919,0.6427088,0.5326775,0.3134457,0.4360721,0.6795739,0.783312
0.3858128,0.500695,0.3824555,0.3962753,0.4190348,0.502316,0.2646421,0.5453964,0.6730942,0.4880517,0.2960594,0.5605875,0.3714209,0.3175448,0.2762806,0.4371065,0.285505,0.2959945,0.3724491,0.4940875,0.3867087,0.5001584,0.3324019,0.4078108,0.4104512,0.3017641,0.3697533,0.3365288,0.5002282,0.369561,0.3162554,0.2620123,0.3390733,0.4940112,0.3107941,0.3387913,0.3440662,0.3262636,0.3073625,0.558745,0.2681331,0.3763575,0.3434198,0.2818485,0.2472708,0.2647966,0.5001776,0.296533,0.4588668,0.4037064,0.3843289,0.2566629,0.2360499,0.2428485,0.4974348,0.2535564,0.4475682,0.4267152,0.3768017,0.3208182,0.2491684,0.5102246,0.2343098,0.2747948,0.5120211,0.2725734,0.4121593,0.3452302,0.3706543,0.3376254,0.4648784,0.2038259,0.4558951,0.2355697,0.4337176,0.3034475,0.4278654,0.3730961,0.3371113,0.3794229,0.2062189,0.4405254,0.3098078,0.4011417,0.5266215,0.3046267,0.5749173,0.3611667,0.251494,0.2814665,0.4792518,0.263948,0.3955569,0.3503681,0.4145492,0.5309526,0.2199602,0.270953,0.4488911,0.4439018,0.6141135,0.3815485,0.2938669,0.2705916,0.2640138,0.3167027,0.4789955,0.2449907,0.4109064,0.3184631,0.3057447,0.4108157,0.3497607,0.4313447,0.2925099,0.2430105,0.3195331,0.4077021,0.2362739,0.2973437,0.5079758,0.3826439,0.4670413,0.4861034,0.3900002,0.3718675,0.1988931,0.2735165,0.3781535,0.4300077
0.4017085,0.5545436,0.4123991,0.4380217,0.4090709,0.540625,0.2824512,0.5385524,0.7276644,0.5257642,0.3221608,0.6243643,0.4077618,0.3288304,0.2948858,0.4590365,0.2947547,0.3128414,0.3966435,0.484043,0.4085052,0.5171065,0.3656378,0.4345581,0.4582021,0.3208887,0.3934791,0.3502331,0.5369421,0.3789739,0.3176837,0.2603915,0.363531,0.5209793,0.3191101,0.3684051,0.3359683,0.3406767,0.3108645,0.6107558,0.2847458,0.3993069,0.3793301,0.2934256,0.2437056,0.2812304,0.5310274,0.3266104,0.4779507,0.3993747,0.3886937,0.2749112,0.2589124,0.2538787,0.4824363,0.2429702,0.4198733,0.4616401,0.3793665,0.3520745,0.2574697,0.5998847,0.2385403,0.2859513,0.5918756,0.3067828,0.4623156,0.3623623,0.3959114,0.3415602,0.4976946,0.2079514,0.5314187,0.2480696,0.4385345,0.3132164,0.4707228,0.3955052,0.3656352,0.4413076,0.2087471,0.4941757,0.3211655,0.4045414,0.5471596,0.3085417,0.5953984,0.3806604,0.2523074,0.29215,0.5154687,0.2832772,0.4121694,0.3474279,0.4369653,0.5808463,0.2254133,0.2975376,0.5355464,0.4733164,0.6486117,0.4192478,0.2949262,0.2947251,0.2720227,0.3214279,0.5078325,0.2662213,0.4247603,0.3224444,0.3130387,0.4732698,0.3687298,0.4891759,0.2969954,0.258426,0.3215454,0.3896166,0.2484256,0.3075897,0.5516949,0.3607387,0.4966147,0.5321678,0.4053349,0.4045743,0.2024064,0.3031218,0.389515,0.4503475
