140.2444,52.02913,43.2671,69.67122,62.39302,84.33183,46.38158,60.45405,88.64014,79.00939,44.20695,82.61926,61.20502,79.03016,58.35231,62.08926,39.10202,121.0661,114.9641,34.75434,60.67043,51.9255,115.5276,46.63717,38.14718,45.90482,38.47261,39.55872,98.16418,48.03863,66.82861,103.9184,53.12899,63.59609,67.62148,75.64989,73.45231,80.02682,26.95198,77.78149,40.97786,72.8037,120.5781,90.84912,93.44558,86.04219,106.1011,95.72668,105.8016,64.67511,93.3371,56.16172,47.39007,32.01357,30.70541,76.45774,58.11909,70.36971
0.3002501,0.251477,0.3460976,0.3269088,0.2664745,0.2010127,0.2552952,0.1987587,0.4522126,0.3868175,0.2604955,0.2591023,0.2719311,0.3024345,0.2152077,0.3152658,0.2693545,0.3263783,0.2821077,0.303363,0.3344248,0.2716302,0.40156,0.2489901,0.2608427,0.2393031,0.2241307,0.261912,0.2841726,0.2804077,0.2607063,0.5534116,0.2194183,0.2681169,0.3301744,0.3627395,0.2906804,0.351061,0.2419567,0.2788717,0.2264216,0.3797725,0.3477015,0.2870994,0.3687643,0.3463382,0.3838941,0.3109429,0.3619053,0.2385253,0.3899165,0.2822656,0.2769044,0.2413401,0.2886193,0.366343,0.2293888,0.3206501
0.1543743,0.1554446,0.2134635,0.2140254,0.1658186,0.1286311,0.1696923,0.1292482,0.2607039,0.2402256,0.1638567,0.1588959,0.1784929,0.175561,0.1288443,0.1850794,0.1855473,0.2174043,0.1533168,0.1745162,0.2143754,0.1677041,0.2459357,0.161479,0.16119,0.1515285,0.1418936,0.1716747,0.1616589,0.1791582,0.1500742,0.3570046,0.1372774,0.1660663,0.1897061,0.2150063,0.1766643,0.2115181,0.1554758,0.1690252,0.1407824,0.2375968,0.1895705,0.1659391,0.2179355,0.2288216,0.219185,0.1999838,0.2379179,0.1635129,0.2292422,0.1776671,0.1711195,0.1648034,0.1884246,0.2233541,0.1523314,0.2120331
0.1552379,0.156833,0.2220755,0.2236124,0.1691803,0.1278363,0.1775971,0.1301632,0.2682614,0.2561317,0.1702374,0.1621773,0.187664,0.1794356,0.1265698,0.1901225,0.1930056,0.2407614,0.1561117,0.1734326,0.2233225,0.1682732,0.2689623,0.1705734,0.1624884,0.1563118,0.1444896,0.1733525,0.1603699,0.1815642,0.1512232,0.4066578,0.1369974,0.1668039,0.1902701,0.2227854,0.1797905,0.2247873,0.1604349,0.1712293,0.1440036,0.2598575,0.194829,0.1700779,0.2206046,0.2468195,0.2297554,0.2150617,0.2557144,0.1765341,0.2392335,0.1806403,0.1738037,0.1704998,0.1926554,0.2423869,0.1599089,0.2202337
0.3036789,0.2566249,0.3642761,0.3780541,0.2918459,0.205353,0.3126021,0.2089047,0.4840427,0.4599712,0.297446,0.2828715,0.3300638,0.3345743,0.2123928,0.3325701,0.3200938,0.4319698,0.2971107,0.2720731,0.3816586,0.2868124,0.4978963,0.3148943,0.2613865,0.2807807,0.2529958,0.2762882,0.2663763,0.2896886,0.2630209,0.7357628,0.2279749,0.2700469,0.328171,0.3955153,0.2982017,0.4056746,0.2670727,0.296922,0.2402564,0.4677103,0.3616961,0.3142881,0.3889522,0.4803362,0.4194644,0.391188,0.4404864,0.2989373,0.4545831,0.2982918,0.2912931,0.286699,0.3152966,0.4619112,0.2668129,0.3810648
0.1560181,0.1577437,0.2264457,0.2247527,0.169541,0.1286603,0.1787692,0.1300622,0.2826291,0.252354,0.1702935,0.163446,0.1854236,0.1788567,0.1273572,0.1853471,0.1936222,0.2392833,0.1609313,0.1803177,0.2247339,0.1678957,0.2673688,0.1701625,0.1625478,0.1573821,0.1436251,0.1726806,0.1581144,0.1796877,0.1527714,0.4079881,0.1366711,0.1682993,0.191381,0.2304088,0.1802223,0.233347,0.159805,0.1723168,0.1464984,0.2639022,0.1908543,0.1693594,0.2285188,0.2484473,0.2227004,0.2151569,0.2435666,0.17436,0.2427848,0.1854645,0.1785128,0.1691981,0.1923827,0.2452936,0.1599195,0.2131124
0.1541204,0.1565968,0.2175163,0.2168541,0.1664498,0.1288581,0.1722575,0.1288736,0.2748174,0.2356058,0.1644928,0.1604426,0.1773632,0.1748507,0.1295137,0.182707,0.1858717,0.2165185,0.1568629,0.1815853,0.2153438,0.1667744,0.2456249,0.1617881,0.1616221,0.1530869,0.1404064,0.171061,0.1580033,0.1777053,0.1517166,0.3602224,0.1375231,0.1674383,0.1914774,0.2206325,0.17709,0.2180219,0.154423,0.1705879,0.1446473,0.2419234,0.186013,0.1662578,0.2238542,0.2292924,0.2135537,0.1990855,0.2288125,0.1627615,0.2330359,0.1810854,0.1765826,0.164286,0.1873139,0.2266087,0.1513726,0.2051051
0.5320042,0.4289625,0.5839269,0.5573729,0.4509614,0.313108,0.4170527,0.3083398,0.831257,0.7093905,0.4456316,0.4444255,0.4600245,0.5163696,0.3468866,0.5456361,0.4425002,0.5351126,0.4925762,0.5368844,0.5837777,0.4545658,0.7050121,0.4006689,0.4325054,0.3932819,0.3745417,0.4400406,0.4884199,0.4704283,0.4557601,0.8975862,0.359567,0.4521062,0.5725048,0.6424141,0.5010388,0.6175958,0.4034889,0.4654126,0.3755629,0.658024,0.620761,0.4850822,0.6519934,0.5830292,0.691414,0.5140422,0.6278664,0.3776669,0.6894769,0.473128,0.469651,0.3932769,0.4840714,0.6226293,0.3589708,0.5398997
0.3153321,0.3178088,0.4229609,0.4569332,0.3436078,0.2361749,0.3372108,0.2359575,0.5989877,0.5594636,0.3404649,0.3287748,0.3751809,0.360105,0.2419874,0.4138213,0.3655436,0.419863,0.3117823,0.3529287,0.4526389,0.3396114,0.5038335,0.3107623,0.3267682,0.2976377,0.2819483,0.3512388,0.3496498,0.3944457,0.3072253,0.6351048,0.2627035,0.3383714,0.404355,0.4608473,0.3805113,0.4391752,0.3108632,0.346303,0.2704984,0.4579495,0.4196683,0.3342782,0.4810482,0.4845953,0.4970413,0.3935009,0.5187913,0.3027327,0.5088289,0.3675781,0.3523283,0.3359086,0.3945917,0.4285306,0.2717937,0.4853461
0.3227501,0.3193467,0.4226195,0.4976244,0.3577005,0.2383901,0.3733787,0.2393868,0.6252195,0.6017188,0.3493847,0.3448774,0.4099851,0.3788536,0.2420454,0.4277654,0.3934135,0.4744111,0.3254282,0.3393095,0.4904295,0.345123,0.5618178,0.3459819,0.32748,0.3187248,0.2979253,0.3584749,0.3386809,0.3968615,0.3167895,0.7366118,0.275577,0.3392331,0.4100817,0.4757803,0.3883189,0.4664972,0.3245374,0.3611964,0.2839799,0.4979435,0.446247,0.3549066,0.484253,0.5520561,0.5316799,0.4325863,0.5710781,0.3306112,0.5612571,0.3748606,0.3659483,0.3666524,0.4058131,0.4747958,0.2847213,0.5265988
0.5401195,0.4211945,0.5521029,0.6389397,0.5057085,0.3283863,0.5138271,0.3172959,0.8747658,0.7885457,0.494847,0.4934293,0.5649781,0.5741049,0.3408114,0.5659885,0.5240945,0.6797825,0.521038,0.4332461,0.6435283,0.4811765,0.8322007,0.5347904,0.4273034,0.4859104,0.4344166,0.4455435,0.4446798,0.4817093,0.4516713,1.167691,0.3824802,0.4496649,0.5605601,0.675415,0.5091683,0.687974,0.4390622,0.5074385,0.3931025,0.7403632,0.6372678,0.5511194,0.6852249,0.8763272,0.7194675,0.627176,0.715087,0.4459372,0.8224932,0.5002414,0.4889817,0.4849992,0.5085102,0.7557722,0.3898947,0.6505722
